XsensPlugin_processed_segments_Right Foot_pose_qw;XsensPlugin_processed_segments_Right Foot_pose_qx;XsensPlugin_processed_segments_Right Foot_pose_qy;XsensPlugin_processed_segments_Right Foot_pose_qz;XsensPlugin_processed_segments_Right Foot_pose_tx;XsensPlugin_processed_segments_Right Foot_pose_ty;XsensPlugin_processed_segments_Right Foot_pose_tz;t
0.853677;-0.147482;-0.279261;0.414123;-1.07657;0.767482;0.201562;3.735
0.8645;-0.136579;-0.250777;0.413638;-1.05273;0.743053;0.19264;3.74
0.8645;-0.136579;-0.250777;0.413638;-1.05273;0.743053;0.19264;3.745
0.874899;-0.124638;-0.219045;0.413566;-1.02821;0.717667;0.182858;3.75
0.874899;-0.124638;-0.219045;0.413566;-1.02821;0.717667;0.182858;3.755
0.874899;-0.124638;-0.219045;0.413566;-1.02821;0.717667;0.182858;3.76
0.874899;-0.124638;-0.219045;0.413566;-1.02821;0.717667;0.182858;3.765
0.884052;-0.111467;-0.186512;0.413813;-1.00393;0.691392;0.17331;3.77
0.884052;-0.111467;-0.186512;0.413813;-1.00393;0.691392;0.17331;3.775
0.884052;-0.111467;-0.186512;0.413813;-1.00393;0.691392;0.17331;3.78
0.891715;-0.0963868;-0.153558;0.414696;-0.980214;0.664152;0.164147;3.785
0.891715;-0.0963868;-0.153558;0.414696;-0.980214;0.664152;0.164147;3.79
0.891715;-0.0963868;-0.153558;0.414696;-0.980214;0.664152;0.164147;3.795
0.891715;-0.0963868;-0.153558;0.414696;-0.980214;0.664152;0.164147;3.8
0.897948;-0.0800951;-0.119858;0.415822;-0.956744;0.636024;0.155218;3.805
0.897948;-0.0800951;-0.119858;0.415822;-0.956744;0.636024;0.155218;3.81
0.897948;-0.0800951;-0.119858;0.415822;-0.956744;0.636024;0.155218;3.815
0.902801;-0.0645275;-0.0868974;0.416215;-0.933474;0.607301;0.147156;3.82
0.902801;-0.0645275;-0.0868974;0.416215;-0.933474;0.607301;0.147156;3.825
0.902801;-0.0645275;-0.0868974;0.416215;-0.933474;0.607301;0.147156;3.83
0.902801;-0.0645275;-0.0868974;0.416215;-0.933474;0.607301;0.147156;3.835
0.906392;-0.0505111;-0.0551014;0.415771;-0.910223;0.577572;0.140032;3.84
0.906392;-0.0505111;-0.0551014;0.415771;-0.910223;0.577572;0.140032;3.845
0.906392;-0.0505111;-0.0551014;0.415771;-0.910223;0.577572;0.140032;3.85
0.908865;-0.0372768;-0.0241544;0.414719;-0.887171;0.54725;0.133776;3.855
0.908865;-0.0372768;-0.0241544;0.414719;-0.887171;0.54725;0.133776;3.86
0.908865;-0.0372768;-0.0241544;0.414719;-0.887171;0.54725;0.133776;3.865
0.910525;-0.0243811;0.00554964;0.412697;-0.86482;0.51787;0.128808;3.87
0.910525;-0.0243811;0.00554964;0.412697;-0.86482;0.51787;0.128808;3.875
0.910525;-0.0243811;0.00554964;0.412697;-0.86482;0.51787;0.128808;3.88
